"YEAR","CASEID","SERIAL","STATEFIP","METRO","METAREA","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HH_NUMKIDS","AGEYCHILD","PERNUM","LINENO","DAY","DATE","WT06","AGE","SEX","RACE","HISPAN","ASIAN","MARST","CITIZEN","BPL","EDUC","EDUCYRS","EMPSTAT","MULTJOBS","CLWKR","OCC2","OCC","IND2","IND","FULLPART","UHRSWORKT","EARNWEEK","PAIDHOUR","HOURWAGE","SPOUSEPRES","SPAGE","SPSEX","SPRACE","SPHISPAN","SPEDUC","SPEMPNOT","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","KIDUND18","HH_NUMOWNKIDS","KIDUND13","KIDUND1","KID1TO2","KID3TO5","KID6TO12","KID13TO17","SCC_ALL","SCC_HH","ECYEST","ECPRIOR","ECFREQ","ACT_CAREHH","ACT_CARENHH","ACT_EDUC","ACT_FOOD","ACT_GOVSERV","ACT_HHACT","ACT_HHSERV","ACT_PCARE","ACT_PHONE","ACT_PROFSERV","ACT_PURCH","ACT_RELIG","ACT_SOCIAL","ACT_SPORTS","ACT_TRAVEL","ACT_VOL","ACT_WORK","adultcare","childcare","primary_childcare","routine_housework"
2024,20240201240600,906,30,3,0,12,2,1,0,0,999,1,1,1,20240211,2692685.800596000,72,2,100,100,999,1,1,9900,41,316,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,72,1,100,100,43,1,1,3,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,250,0,20,0,810,0,0,240,0,120,0,0,0,0,0,0,0,20
2024,20240201240603,907,2,1,0,11,2,3,0,0,999,1,1,4,20240221,9331094.046016000,58,1,202,100,999,1,1,9900,40,217,1,0,5,123,2040,292,9160,1,55,600.0,2,999.99,1,59,2,100,100,30,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,1,1,2,0,30,0,90,0,33,0,535,0,0,0,0,90,0,20,30,552,0,0,0,3
2024,20240201240614,908,51,2,8841,15,4,1,1,2,9,1,1,7,20240217,6953523.298729000,50,1,100,100,999,1,1,9900,40,217,1,0,4,120,1106,194,6690,1,40,2884.0,2,999.99,1,44,2,131,100,40,0,3,999,99999.98,1,2,1,0,0,0,1,0,613,613,0,1,7,45,0,0,90,0,180,0,583,0,0,2,0,270,0,30,0,150,0,45,45,180
2024,20240201240620,909,25,1,1122,16,3,1,1,1,8,1,1,7,20240203,4320843.323937000,38,1,100,100,999,1,1,9900,43,321,1,0,6,110,10,220,7460,1,55,99999.99,99,999.99,1,33,2,100,100,30,1,1,2,99999.98,1,1,1,0,0,0,1,0,615,615,99,0,99,60,0,0,150,0,210,0,765,0,0,0,0,255,0,0,0,0,0,60,60,210
2024,20240201240628,910,17,4,0,13,1,1,0,0,999,1,1,1,20240204,4261097.101706000,48,2,100,100,999,6,1,9900,41,316,1,0,4,125,2205,240,7870,1,9995,2307.69,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,140,0,65,0,140,0,515,0,0,25,0,160,45,200,0,150,140,0,0,140
2024,20240201240631,911,17,1,1601,3,1,2,0,0,999,1,1,1,20240204,3174679.878867000,32,1,100,244,999,6,4,30025,41,316,1,0,5,127,3110,250,8191,1,38,1934.61,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,50,0,594,90,0,0,0,480,0,16,0,0,0,0,0,50
2024,20240201240634,912,17,1,1601,15,2,1,0,0,999,1,1,7,20240224,12378214.11207000,34,2,110,100,999,1,1,9900,41,316,1,0,1,150,5240,170,6080,1,40,1346.15,2,999.99,1,85,1,110,100,40,1,1,40,865.38,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,195,0,630,0,0,60,0,405,0,45,0,0,0,0,0,0
2024,20240201240649,913,12,3,2700,15,2,1,0,0,999,1,1,5,20240229,8172214.281807000,85,2,100,100,999,1,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,54,1,100,100,42,1,1,60,1400.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,45,0,135,0,420,0,510,0,0,120,0,135,60,15,0,0,45,0,0,390
2024,20240201240662,914,26,2,2161,9,1,1,0,0,999,1,1,5,20240215,15450460.12890100,64,2,100,100,999,4,1,9900,21,112,1,0,4,200,9600,150,4470,1,40,1025.0,1,25.0,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,1,1,2,0,30,0,50,0,65,0,510,0,0,0,30,60,30,58,0,607,30,0,0,35
2024,20240201240666,915,39,4,0,14,2,1,0,0,999,1,1,6,20240223,34459900.80531600,50,2,100,100,999,1,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,53,1,100,100,21,1,1,40,1850.0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,15,0,240,0,555,0,0,0,0,590,0,40,0,0,0,0,0,240
2024,20240201240683,916,1,4,0,6,4,2,1,2,7,1,1,7,20240210,3079775.512391000,65,1,100,100,999,1,1,9900,30,213,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,64,2,100,100,30,0,3,999,99999.98,0,0,0,0,0,0,0,0,455,455,0,1,3,0,0,0,60,0,90,0,655,0,0,185,0,265,0,185,0,0,0,0,0,90
2024,20240201240686,917,48,2,0,16,4,1,1,2,0,1,1,5,20240222,18834010.14461100,31,2,100,100,999,1,1,9900,40,217,1,0,3,110,136,300,9480,1,40,1538.46,2,999.99,1,33,1,100,100,30,1,1,40,1923.07,1,2,1,1,0,1,0,0,0,0,99,0,99,100,0,0,75,0,45,0,420,0,0,0,0,120,0,60,0,560,0,100,100,45
2024,20240201240687,918,46,4,0,16,6,1,1,4,1,1,1,2,20240226,13717871.03331000,44,1,100,100,999,1,1,9900,31,214,1,1,7,170,6442,120,770,1,80,99999.99,99,999.99,1,41,2,100,100,31,1,97,40,99999.98,1,4,1,0,1,0,1,1,120,120,99,0,99,15,0,0,30,0,90,0,255,0,0,0,0,0,0,30,0,960,0,15,15,0
2024,20240201240689,919,36,2,5601,16,2,1,0,0,999,1,1,7,20240203,7440307.513147000,55,2,131,100,50,1,5,50220,41,316,1,0,7,110,440,220,7390,1,40,99999.99,99,999.99,1,59,1,131,100,43,1,1,50,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,60,90,0,585,0,380,0,0,0,0,295,0,20,0,10,0,0,0,585
2024,20240201240695,920,6,2,0,12,2,1,0,0,999,1,1,7,20240210,3295666.047562000,80,1,100,100,999,1,1,9900,32,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,70,2,100,100,21,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,300,0,150,0,570,0,0,0,0,420,0,0,0,0,0,0,0,0
2024,20240201240701,921,49,2,7160,12,1,2,0,0,999,1,1,5,20240222,6807071.849563000,66,2,100,100,999,6,1,9900,32,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,410,0,85,0,83,0,570,0,0,60,0,205,0,27,0,0,410,0,0,83
2024,20240201240705,922,17,2,1601,15,5,1,0,0,999,1,1,7,20240210,14133540.25856800,55,1,100,100,999,1,1,9900,40,217,1,0,4,140,4920,210,7071,1,55,2884.61,1,24.75,1,52,2,100,100,40,1,1,40,490.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,85,0,290,0,625,0,0,0,0,120,0,40,0,280,0,0,0,60
2024,20240201240719,923,6,1,4481,16,1,2,0,0,999,1,1,4,20240214,15282142.03076200,53,1,131,100,40,6,5,50100,40,217,1,0,4,140,4710,150,4170,1,40,2884.61,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,80,0,45,0,675,0,0,60,0,0,20,37,0,523,0,0,0,45
2024,20240201240752,924,34,2,5601,13,6,2,1,4,4,1,1,7,20240217,15787025.46805900,43,1,110,100,999,1,5,60023,21,112,1,0,4,140,4700,160,4870,1,40,920.0,1,23.0,1,32,2,110,100,21,1,1,40,769.23,1,4,1,0,0,1,1,0,20,20,99,0,99,90,0,960,45,0,0,0,325,0,0,0,20,0,0,0,0,0,0,90,0,0
2024,20240201240756,925,36,2,5601,16,3,1,1,1,11,1,1,1,20240211,7228837.503314000,47,2,202,100,999,1,4,52140,43,321,1,0,7,110,350,251,8180,1,9995,99999.99,99,999.99,1,53,1,202,100,40,1,1,995,99999.98,1,1,1,0,0,0,1,0,515,515,99,96,99,95,0,0,60,0,125,0,670,0,60,35,0,180,0,110,0,105,0,95,95,125
2024,20240201240769,926,34,2,5601,15,2,1,0,0,999,1,1,4,20240214,16126824.59753200,43,2,100,100,999,6,1,9900,30,214,1,0,4,140,4710,160,5080,1,40,2500.0,2,999.99,2,36,1,100,100,32,1,1,40,2884.61,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,40,0,86,0,546,0,0,0,0,282,0,0,0,486,0,0,0,47
2024,20240201240777,927,32,1,0,16,3,1,0,0,999,1,1,7,20240217,3719048.546519000,69,2,100,100,999,1,1,9900,42,320,1,0,4,110,410,210,7071,2,25,2178.0,1,99.0,1,74,1,100,100,42,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,95,0,258,0,585,50,0,65,0,245,42,85,15,0,0,0,0,218
2024,20240201240779,928,53,1,7601,16,2,2,0,0,999,1,1,4,20240214,17956041.87439900,26,2,131,100,20,6,5,50000,41,316,1,0,4,111,710,170,6380,1,40,2307.69,2,999.99,2,26,1,131,100,40,1,1,40,2884.61,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,150,0,0,0,620,0,0,0,0,0,150,70,0,420,0,0,0,0
2024,20240201240783,929,17,4,0,15,2,1,0,0,999,1,1,1,20240204,5952337.646553000,59,2,100,100,999,1,1,9900,40,217,1,0,3,150,5740,196,6770,2,18,414.0,1,23.0,1,60,1,100,100,40,1,1,40,99999.98,0,0,0,0,0,0,0,0,60,0,0,1,2,0,0,0,65,0,0,0,585,120,0,10,60,500,0,100,0,0,0,0,0,0
2024,20240201240799,930,49,5,0,16,2,1,0,0,999,1,1,2,20240212,15796649.59738200,36,1,100,100,999,1,1,9900,21,112,1,0,4,120,1021,220,7380,1,9995,330.76,2,999.99,1,35,2,100,100,21,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,20,0,10,0,510,0,0,12,0,255,30,14,0,589,0,0,0,0
2024,20240201240801,931,17,2,1601,9,2,1,0,0,999,1,1,7,20240210,6225065.612294000,61,2,100,100,999,3,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,60,0,90,0,240,0,660,0,0,55,0,260,0,75,0,0,0,0,0,240
2024,20240201240802,932,36,1,5601,16,1,2,0,0,999,1,1,1,20240211,5264327.335334000,32,1,131,100,10,6,4,52100,41,316,1,0,4,110,440,220,7390,1,50,2884.61,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,15,0,150,0,610,0,0,0,0,90,0,575,0,0,0,0,0,150
2024,20240201240806,933,26,2,2161,7,1,1,0,0,999,1,1,4,20240214,7459330.208908000,72,2,100,100,999,4,1,9900,40,217,1,0,3,125,2360,252,8370,2,3,69.23,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,60,0,35,0,120,0,550,0,0,0,0,575,50,50,0,0,60,0,0,120
2024,20240201240821,934,21,2,0,16,3,1,0,0,999,1,1,7,20240217,5727406.928778000,60,2,100,100,999,1,1,9900,40,217,2,0,4,200,9130,271,8680,2,18,363.0,1,16.0,1,61,1,100,100,40,1,2,40,840.0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,45,0,90,0,405,0,0,0,0,60,0,840,0,0,0,0,0,90
2024,20240201240826,935,45,3,0,14,2,1,0,0,999,1,1,4,20240214,6395592.170632000,76,1,100,100,999,1,1,9900,32,215,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,70,2,100,100,21,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,15,0,600,0,0,0,0,795,0,0,0,0,0,0,0,15
2024,20240201240833,936,34,2,5601,13,3,1,0,0,999,1,1,6,20240216,17478931.87069300,80,2,100,100,999,3,1,9900,41,316,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,165,0,0,0,945,0,0,0,0,270,60,0,0,0,0,0,0,0
2024,20240201240835,937,4,5,0,10,1,1,0,0,999,1,1,5,20240201,12861967.73139700,67,2,100,210,999,1,5,20000,21,112,1,0,4,133,4230,231,7690,2,9995,180.0,1,15.0,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,495,0,99,0,99,0,30,0,75,0,470,0,635,0,0,0,0,230,0,0,0,0,0,0,0,470
2024,20240201240845,938,42,2,5601,15,4,1,0,0,999,1,1,7,20240203,19985891.29243200,25,2,100,100,999,6,1,9900,41,316,1,0,3,127,3230,240,7860,1,37,1057.69,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,0,0,570,0,0,0,0,690,120,30,0,0,0,0,0,0
2024,20240201240848,939,27,4,0,15,5,1,1,3,5,1,1,4,20240228,12524110.05539200,35,2,100,100,999,1,1,9900,32,215,1,0,4,130,3640,251,7980,1,35,1165.5,1,33.3,1,38,1,100,100,32,1,1,50,1595.0,1,3,1,0,0,1,1,0,95,95,99,0,99,145,0,0,90,0,20,0,580,0,0,0,0,10,0,88,0,507,0,145,145,20
2024,20240201240856,940,48,3,1921,8,2,1,0,0,999,1,1,6,20240209,19001564.97534000,59,1,100,100,999,4,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,20,0,20,0,360,0,0,0,0,1040,0,0,0,0,0,0,0,20
2024,20240201240861,941,6,2,4481,6,3,1,0,0,999,1,1,4,20240221,12450771.91969300,75,2,100,210,999,3,4,20000,11,102,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,80,0,150,0,660,0,0,0,0,550,0,0,0,0,0,0,0,150
2024,20240201240862,942,53,2,6400,15,3,1,0,0,999,1,1,4,20240214,15833552.14080100,46,2,100,100,999,1,1,9900,31,112,1,0,7,126,2600,260,8564,1,40,99999.99,99,999.99,1,51,1,100,100,21,1,1,40,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,35,0,10,0,585,210,90,90,0,0,0,60,0,360,0,0,0,0
2024,20240201240874,943,12,2,0,12,1,2,0,0,999,1,1,5,20240215,11805715.13122800,25,1,100,220,999,6,1,9900,30,214,1,0,4,132,4055,271,8680,2,24,225.0,1,9.0,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,90,0,0,0,825,0,0,0,0,140,0,40,0,345,0,0,0,0
2024,20240201240883,944,47,4,0,9,3,2,0,0,999,1,1,7,20240217,6669464.283835000,57,1,131,100,70,1,4,51100,31,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,56,2,131,100,13,0,5,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,150,0,40,0,941,30,0,90,0,147,0,42,0,0,0,0,0,25
2024,20240201240885,945,39,4,0,7,2,1,1,1,10,1,1,1,20240204,6656106.048989000,55,2,100,100,999,1,1,9900,20,111,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,700,700,99,0,99,80,0,0,125,0,210,0,705,90,0,0,0,145,25,0,0,0,0,80,80,210
2024,20240201240886,946,2,2,0,14,2,1,0,0,999,1,1,3,20240213,9317757.219729000,68,2,100,100,999,1,1,9900,31,214,1,0,4,126,2600,260,8564,2,25,525.0,1,21.0,1,64,1,100,100,31,1,1,37,1576.92,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,25,0,645,0,0,30,0,320,0,45,0,330,0,0,0,5
2024,20240201240893,947,45,3,0,14,2,1,0,0,999,1,1,5,20240222,9819608.122120000,79,2,100,100,999,1,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,80,1,100,100,21,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,0,0,270,0,570,0,0,0,0,600,0,0,0,0,0,0,0,270
2024,20240201240901,948,27,2,0,2,2,1,0,0,999,1,1,4,20240214,13942860.47234100,60,1,100,100,999,1,1,9900,41,316,1,0,4,110,350,251,8180,1,50,1692.3,2,999.99,1,59,2,100,100,41,1,1,55,1730.76,0,0,0,0,0,0,0,0,0,0,1,1,3,0,11,0,55,0,90,0,210,0,0,45,0,571,0,48,0,405,11,0,0,30
2024,20240201240907,949,12,2,0,12,3,1,1,1,2,1,1,7,20240217,4708129.654937000,33,1,100,100,999,1,1,9900,40,217,1,0,4,110,20,210,7072,1,40,2692.3,2,999.99,1,37,2,120,100,32,1,1,25,800.0,1,1,1,0,1,0,0,0,555,555,99,0,99,0,0,0,100,0,0,0,885,0,0,0,0,435,0,20,0,0,0,0,0,0
2024,20240201240909,950,19,4,0,13,2,1,0,0,999,1,1,6,20240223,9028167.383005000,66,2,131,100,20,6,4,50040,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,1,1,1,60,0,0,30,0,150,0,560,30,0,0,0,480,60,0,0,0,60,0,0,120
2024,20240201240910,951,39,1,0,13,3,1,1,1,5,1,1,1,20240211,12622634.51290500,33,2,100,100,999,1,1,9900,21,112,1,0,4,200,9645,160,4971,1,40,706.0,1,17.65,1,43,1,100,100,20,1,1,40,640.0,1,1,1,0,0,1,0,0,60,60,99,0,99,20,0,0,120,0,110,0,450,0,0,0,0,90,0,30,0,620,0,20,20,110
2024,20240201240912,952,26,1,2161,13,2,1,0,0,999,1,1,7,20240210,4287655.732761000,69,2,110,100,999,1,1,9900,40,217,4,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,79,1,110,100,21,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,100,0,240,0,390,0,210,20,0,414,0,66,0,0,0,0,0,240
2024,20240201240914,953,48,2,1921,12,2,1,0,0,999,1,1,5,20240222,20015955.29011600,74,2,110,100,999,1,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,75,1,110,100,21,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,96,99,0,0,0,30,0,0,0,780,0,0,30,0,525,0,75,0,0,0,0,0,0
2024,20240201240919,954,34,2,5601,16,4,1,1,1,15,1,1,4,20240221,20460102.13453400,56,1,131,100,10,1,4,52100,41,316,1,0,4,120,1010,220,7380,1,40,2307.0,2,999.99,1,46,2,131,100,41,1,1,40,2884.61,1,1,0,0,0,0,0,1,0,0,99,0,99,0,0,0,75,0,0,0,465,0,0,0,0,196,60,14,30,510,0,0,0,0
2024,20240201240926,955,15,3,0,13,2,2,0,0,999,1,1,6,20240202,10276355.41378700,61,2,131,100,30,1,4,51500,40,217,1,0,4,133,4230,210,7072,1,40,880.0,1,22.0,1,63,1,131,100,30,1,1,16,600.0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,95,0,90,0,600,0,0,0,30,130,0,30,0,465,0,0,0,90
2024,20240201240930,956,25,2,1122,2,1,2,0,0,999,1,1,4,20240207,6826796.557667000,80,2,110,100,999,4,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,0,0,690,60,90,0,0,495,0,75,0,0,0,0,0,0
2024,20240201240932,957,19,4,0,6,1,2,0,0,999,1,1,1,20240204,2809455.453336000,76,2,100,100,999,3,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,225,0,0,0,555,0,0,0,0,660,0,0,0,0,0,0,0,0
2024,20240201240933,958,4,2,0,14,2,1,0,0,999,1,1,2,20240226,9412792.411618000,76,1,100,100,999,1,1,9900,30,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,70,2,100,210,21,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,65,0,360,0,0,0,0,975,0,10,0,0,0,0,0,65
2024,20240201240942,959,27,2,0,15,2,1,0,0,999,1,1,7,20240203,3387761.115949000,72,2,100,100,999,1,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,67,1,100,100,40,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,75,0,180,0,780,0,0,75,0,270,45,15,0,0,0,0,0,135
2024,20240201240952,960,6,1,4481,14,1,2,0,0,999,1,1,3,20240206,15108091.60453200,32,1,131,100,50,6,1,9900,40,217,1,0,4,120,1108,195,6695,1,50,1400.0,1,31.0,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,95,0,45,0,550,0,0,0,0,0,90,90,0,540,0,0,0,10
2024,20240201240955,961,25,1,1122,12,1,2,0,0,999,1,1,6,20240216,7814181.786937000,32,2,100,210,999,6,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,320,15,0,30,0,570,0,0,0,0,390,0,70,0,0,0,0,0,30
2024,20240201240980,962,32,1,0,16,2,1,0,0,999,1,1,3,20240213,10735864.80936500,65,1,100,100,999,1,1,9900,41,316,1,0,4,110,440,260,8590,1,48,2884.61,2,999.99,1,65,2,100,100,41,1,1,40,1250.0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,95,0,75,0,545,0,0,50,0,100,10,25,0,540,0,0,0,45
2024,20240201240989,963,17,1,1601,13,2,1,0,0,999,1,1,5,20240201,9028043.761102000,71,1,100,100,999,1,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,76,2,100,100,30,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,175,0,235,15,600,0,45,0,0,330,0,40,0,0,0,0,0,95
2024,20240201240995,964,28,4,0,7,2,1,0,0,999,1,1,7,20240203,7731434.390985000,50,2,100,100,999,4,1,9900,41,316,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,75,0,35,0,730,80,0,0,0,430,0,0,90,0,0,0,0,15
2024,20240201240997,965,25,2,1122,15,5,1,1,1,14,1,1,1,20240211,12018652.48622400,36,1,100,100,999,5,4,30015,20,111,1,0,4,200,9130,170,6170,1,40,1850.0,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,90,0,0,0,670,0,0,90,0,420,0,40,0,10,0,0,0,0
2024,20240201240998,966,6,2,7360,16,2,1,0,0,999,1,1,4,20240214,16450466.53957900,52,1,100,100,999,1,1,9900,40,217,4,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,52,2,100,210,40,1,1,40,2884.61,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,30,0,361,0,540,0,0,135,0,330,0,44,0,0,0,0,0,301
2024,20240201241008,967,1,1,0,4,1,1,0,0,999,1,1,6,20240202,4932080.549624000,80,2,110,100,999,4,1,9900,30,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,0,0,190,0,820,0,0,60,0,325,0,45,0,0,0,0,0,190
2024,20240201241012,968,8,1,0,13,1,1,0,0,999,1,1,6,20240223,6126335.017678000,60,2,100,244,999,4,4,30050,32,216,1,1,4,127,3255,251,8170,1,42,1320.0,1,44.0,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,60,0,53,0,432,0,0,0,0,30,0,85,0,780,0,0,0,27
2024,20240201241027,969,1,4,0,13,1,1,0,0,999,1,1,2,20240205,6522412.960612000,68,2,110,100,999,4,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,0,0,0,0,330,0,0,0,0,405,0,705,0,0,0,0,0,0
2024,20240201241034,970,48,2,0,11,7,1,1,5,5,1,1,7,20240217,5713215.925533000,37,2,100,210,999,1,5,20000,30,214,1,0,4,125,2545,240,7860,1,40,398.3,2,999.99,1,38,1,100,210,21,1,1,40,576.0,1,5,1,0,0,1,1,0,825,825,99,0,99,0,0,0,90,0,246,0,645,0,0,22,90,204,0,143,0,0,0,0,0,246
2024,20240201241038,971,36,2,5601,11,7,2,1,4,6,1,1,5,20240215,32734443.28360200,45,1,100,100,999,1,1,9900,21,112,1,0,4,110,410,210,7072,2,9995,276.92,2,999.99,1,44,2,100,100,40,1,1,20,2659.0,1,4,1,0,0,0,1,1,107,107,99,0,99,0,0,0,56,0,0,0,503,0,10,55,523,130,0,28,0,15,0,0,0,0
2024,20240201241043,972,45,4,0,10,3,1,1,1,3,1,1,5,20240229,9484419.275558000,70,2,110,100,999,4,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,90,0,330,0,730,0,0,0,0,290,0,0,0,0,0,0,0,330
2024,20240201241044,973,47,2,0,8,2,1,0,0,999,1,1,7,20240210,4215082.934917000,67,1,100,100,999,1,1,9900,30,213,1,0,4,140,4720,160,4690,2,25,769.0,2,999.99,1,43,2,100,100,40,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,240,0,31,0,480,0,0,0,0,344,95,250,0,0,0,0,0,31
2024,20240201241048,974,22,2,0,15,2,1,0,0,999,1,1,1,20240218,3411442.021162000,62,1,100,100,999,1,1,9900,30,215,1,0,4,150,5240,194,6690,1,50,750.0,2,999.99,1,70,2,100,100,30,1,1,30,673.07,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,135,0,450,0,510,0,0,0,0,345,0,0,0,0,0,0,0,0
